   0.0000000e+00   7.2038199e-02
   1.0101010e+00  -1.5126327e-03
   2.0202020e+00   1.3558225e-01
   3.0303030e+00   1.2225801e-01
   4.0404040e+00   1.3934134e-01
   5.0505051e+00   2.6888882e-01
   6.0606061e+00   2.9053312e-01
   7.0707071e+00   1.0042813e-01
   8.0808081e+00   2.9847720e-01
   9.0909091e+00   2.5740227e-01
   1.0101010e+01   4.0771447e-01
   1.1111111e+01   3.5450003e-01
   1.2121212e+01   4.5308853e-01
   1.3131313e+01   6.0672836e-01
   1.4141414e+01   6.7708880e-01
   1.5151515e+01   6.1105305e-01
   1.6161616e+01   3.9447537e-01
   1.7171717e+01   7.2295895e-01
   1.8181818e+01   7.0461684e-01
   1.9191919e+01   6.4229619e-01
   2.0202020e+01   8.7886503e-01
   2.1212121e+01   6.0765889e-01
   2.2222222e+01   8.5017533e-01
   2.3232323e+01   5.7637012e-01
   2.4242424e+01   6.6271139e-01
   2.5252525e+01   5.9983450e-01
   2.6262626e+01   7.8728494e-01
   2.7272727e+01   7.8066510e-01
   2.8282828e+01   6.9174394e-01
   2.9292929e+01   6.2814317e-01
   3.0303030e+01   5.1046376e-01
   3.1313131e+01   6.9568709e-01
   3.2323232e+01   6.5788730e-01
   3.3333333e+01   8.7723274e-01
   3.4343434e+01   9.2816946e-01
   3.5353535e+01   6.2905456e-01
   3.6363636e+01   6.6294062e-01
   3.7373737e+01   7.9777900e-01
   3.8383838e+01   9.4800825e-01
   3.9393939e+01   9.8582070e-01
   4.0404040e+01   1.0144186e+00
   4.1414141e+01   8.3426436e-01
   4.2424242e+01   8.1435241e-01
   4.3434343e+01   7.8264265e-01
   4.4444444e+01   9.4672498e-01
   4.5454545e+01   9.7344909e-01
   4.6464646e+01   7.4902901e-01
   4.7474747e+01   8.9288532e-01
   4.8484848e+01   8.5832405e-01
   4.9494949e+01   9.7603161e-01
   5.0505051e+01   1.0343508e+00
   5.1515152e+01   1.0438551e+00
   5.2525253e+01   9.7640072e-01
   5.3535354e+01   8.8934309e-01
   5.4545455e+01   8.8683703e-01
   5.5555556e+01   8.2038995e-01
   5.6565657e+01   1.0573205e+00
   5.7575758e+01   8.5396136e-01
   5.8585859e+01   7.5183106e-01
   5.9595960e+01   8.6649570e-01
   6.0606061e+01   1.0968046e+00
   6.1616162e+01   9.7936102e-01
   6.2626263e+01   9.1966372e-01
   6.3636364e+01   9.7891968e-01
   6.4646465e+01   9.9937822e-01
   6.5656566e+01   1.0062727e+00
   6.6666667e+01   9.4629780e-01
   6.7676768e+01   1.1945252e+00
   6.8686869e+01   1.0735767e+00
   6.9696970e+01   7.2164694e-01
   7.0707071e+01   8.7571021e-01
   7.1717172e+01   9.6903799e-01
   7.2727273e+01   1.0233698e+00
   7.3737374e+01   9.4647457e-01
   7.4747475e+01   9.7159697e-01
   7.5757576e+01   9.4486489e-01
   7.6767677e+01   8.4683505e-01
   7.7777778e+01   1.1925081e+00
   7.8787879e+01   9.6092772e-01
   7.9797980e+01   1.2139642e+00
   8.0808081e+01   8.9338773e-01
   8.1818182e+01   9.5755748e-01
   8.2828283e+01   8.5321552e-01
   8.3838384e+01   8.9932237e-01
   8.4848485e+01   1.0758311e+00
   8.5858586e+01   1.0619117e+00
   8.6868687e+01   8.9946094e-01
   8.7878788e+01   1.0027441e+00
   8.8888889e+01   9.4421687e-01
   8.9898990e+01   1.0715994e+00
   9.0909091e+01   9.1245218e-01
   9.1919192e+01   1.1454851e+00
   9.2929293e+01   8.3536940e-01
   9.3939394e+01   1.0199517e+00
   9.4949495e+01   8.4002396e-01
   9.5959596e+01   9.1918826e-01
   9.6969697e+01   8.8459889e-01
   9.7979798e+01   1.1474276e+00
   9.8989899e+01   9.7666092e-01
   1.0000000e+02   1.0258441e+00
