  -8.0000000e+01  -1.5369097e+02
  -7.8383838e+01  -1.1319713e+02
  -7.6767677e+01  -1.3622045e+02
  -7.5151515e+01  -1.2602541e+02
  -7.3535354e+01  -1.0502790e+02
  -7.1919192e+01  -1.3503177e+02
  -7.0303030e+01  -8.5050800e+01
  -6.8686869e+01  -9.5470857e+01
  -6.7070707e+01  -7.2864955e+01
  -6.5454545e+01  -1.0496429e+02
  -6.3838384e+01  -7.7880841e+01
  -6.2222222e+01  -1.1593376e+02
  -6.0606061e+01  -8.6153011e+01
  -5.8989899e+01  -6.5915389e+01
  -5.7373737e+01  -9.8762187e+01
  -5.5757576e+01  -8.1464700e+01
  -5.4141414e+01  -4.7932679e+01
  -5.2525253e+01  -9.3730531e+01
  -5.0909091e+01  -9.7662329e+01
  -4.9292929e+01  -5.4196457e+01
  -4.7676768e+01  -7.0752574e+01
  -4.6060606e+01  -8.9710546e+01
  -4.4444444e+01  -8.2985314e+01
  -4.2828283e+01  -5.5599877e+01
  -4.1212121e+01  -5.5041717e+01
  -3.9595960e+01  -6.4385102e+01
  -3.7979798e+01  -5.0186477e+01
  -3.6363636e+01  -4.0893170e+01
  -3.4747475e+01  -6.4215326e+01
  -3.3131313e+01  -5.3405299e+01
  -3.1515152e+01  -5.8937378e+01
  -2.9898990e+01  -1.5040603e+01
  -2.8282828e+01  -6.4826387e+01
  -2.6666667e+01  -4.3846527e+00
  -2.5050505e+01  -4.5476182e+01
  -2.3434343e+01  -3.1535580e+01
  -2.1818182e+01  -9.7583090e+00
  -2.0202020e+01  -1.1567590e+01
  -1.8585859e+01  -3.0565260e+01
  -1.6969697e+01  -3.3799686e+00
  -1.5353535e+01  -4.2160128e+01
  -1.3737374e+01   1.1649698e+01
  -1.2121212e+01   9.8149405e+00
  -1.0505051e+01  -1.0437829e+01
  -8.8888889e+00  -1.4437593e-01
  -7.2727273e+00   1.3953778e+01
  -5.6565657e+00  -9.6052245e+00
  -4.0404040e+00   1.0443498e+01
  -2.4242424e+00   1.5865185e+01
  -8.0808081e-01   1.2146091e+01
   8.0808081e-01  -2.1117715e+01
   2.4242424e+00   3.1654583e+00
   4.0404040e+00  -2.7060213e+01
   5.6565657e+00   7.3902758e+00
   7.2727273e+00   1.8392076e+00
   8.8888889e+00   1.8301415e+01
   1.0505051e+01   3.0356216e+01
   1.2121212e+01   4.1994230e+01
   1.3737374e+01   2.5116466e+01
   1.5353535e+01   3.1368525e+01
   1.6969697e+01   5.3417181e+01
   1.8585859e+01   6.1671636e+01
   2.0202020e+01   4.2675068e+01
   2.1818182e+01   5.8134221e+01
   2.3434343e+01   2.8896930e+01
   2.5050505e+01   7.7793241e+01
   2.6666667e+01   3.5411216e+01
   2.8282828e+01   3.5901836e+01
   2.9898990e+01   6.4600870e+01
   3.1515152e+01   5.5117591e+01
   3.3131313e+01   2.7280279e+01
   3.4747475e+01   8.3145317e+01
   3.6363636e+01   7.8085926e+01
   3.7979798e+01   9.9720181e+01
   3.9595960e+01   7.5250342e+01
   4.1212121e+01   8.6039049e+01
   4.2828283e+01   5.1496245e+01
   4.4444444e+01   1.1430041e+02
   4.6060606e+01   1.2712614e+02
   4.7676768e+01   7.4656429e+01
   4.9292929e+01   7.0973063e+01
   5.0909091e+01   1.0745675e+02
   5.2525253e+01   6.7334823e+01
   5.4141414e+01   9.5698450e+01
   5.5757576e+01   9.2515751e+01
   5.7373737e+01   1.1433058e+02
   5.8989899e+01   6.1006925e+01
   6.0606061e+01   1.0543845e+02
   6.2222222e+01   1.1079389e+02
   6.3838384e+01   7.2719508e+01
   6.5454545e+01   1.0755047e+02
   6.7070707e+01   1.2589664e+02
   6.8686869e+01   9.0383581e+01
   7.0303030e+01   1.1248405e+02
   7.1919192e+01   1.2500769e+02
   7.3535354e+01   1.1320488e+02
   7.5151515e+01   1.5770603e+02
   7.6767677e+01   1.4421699e+02
   7.8383838e+01   1.1983897e+02
   8.0000000e+01   1.4063246e+02
